"Nom_com";"id_insee";"annee";"PO";"LP";"LH";"LC";"Autres";"totalRP";"PO_coll";"LP_coll";"LH_coll";"LC_coll";"Autres_coll";"total_RP_coll";"PO_ind";"LP_ind";"LH_ind";"LC_ind";"Autres_ind";"total_RP_ind";"PO_1_piece";"LP_1_piece";"LH_1_piece";"LC_1_piece";"Autres_1_piece";"total_RP_1_piece";"PO_2_pieces";"LP_2_pieces";"LH_2_pieces";"LC_2_pieces";"Autres_2_pieces";"total_RP_2_pieces";"PO_3_pieces";"LP_3_pieces";"LH_3_pieces";"LC_3_pieces";"Autres_3_pieces";"total_RP_3_pieces";"PO_4_pieces";"LP_4_pieces";"LH_4_pieces";"LC_4_pieces";"Autres_4_pieces";"total_RP_4_pieces";"PO_5_pieces";"LP_5_pieces";"LH_5_pieces";"LC_5_pieces";"Autres_5_pieces";"total_RP_5_pieces";"PO_6et+_pieces";"LP_6et+_pieces";"LH_6et+_pieces";"LC_6et+_pieces";"Autres_6et+_pieces";"total_RP_6et+_pieces";"PO_nbpi_ecart_type";"LP_nbpi_ecart_type";"LH_nbpi_ecart_type";"LC_nbpi_ecart_type";"Autres_nbpi_ecart_type";"total_RP_nbpi_ecart_type";"PO_nbpi_moyenne";"LP_nbpi_moyenne";"LH_nbpi_moyenne";"LC_nbpi_moyenne";"Autres_nbpi_moyenne";"total_RP_nbpi_moyenne";"PO_nbpi_mediane";"LP_nbpi_mediane";"LH_nbpi_mediane";"LC_nbpi_mediane";"Autres_nbpi_mediane";"total_RP_nbpi_mediane";"PO_<9m²";"LP_<9m²";"LH_<9m²";"LC_<9m²";"Autres_<9m²";"total_RP_<9m²";"PO_10-20m²";"LP_10-20m²";"LH_10-20m²";"LC_10-20m²";"Autres_10-20m²";"total_RP_10-20m²";"PO_20-35m²";"LP_20-35m²";"LH_20-35m²";"LC_20-35m²";"Autres_20-35m²";"total_RP_20-35m²";"PO_35-54m²";"LP_35-54m²";"LH_35-54m²";"LC_35-54m²";"Autres_35-54m²";"total_RP_35-54m²";"PO_55-74m²";"LP_55-74m²";"LH_55-74m²";"LC_55-74m²";"Autres_55-74m²";"total_RP_55-74m²";"PO_75-94m²";"LP_75-94m²";"LH_75-94m²";"LC_75-94m²";"Autres_75-94m²";"total_RP_75-94m²";"PO_>94m²";"LP_>94m²";"LH_>94m²";"LC_>94m²";"Autres_>94m²";"total_RP_>94m²";"PO_surfh_ecart_type";"LP_surfh_ecart_type";"LH_surfh_ecart_type";"LC_surfh_ecart_type";"Autres_surfh_ecart_type";"total_RP_surfh_ecart_type";"PO_surfh_moyenne";"LP_surfh_moyenne";"LH_surfh_moyenne";"LC_surfh_moyenne";"Autres_surfh_moyenne";"total_RP_surfh_moyenne";"PO_surfh_mediane";"LP_surfh_mediane";"LH_surfh_mediane";"LC_surfh_mediane";"Autres_surfh_mediane";"total_RP_surfh_mediane";"PO_<1915";"LP_<1915";"LH_<1915";"LC_<1915";"Autres_<1915";"total_RP_<1915";"PO_1915-1948";"LP_1915-1948";"LH_1915-1948";"LC_1915-1948";"Autres_1915-1948";"total_RP_1915-1948";"PO_1949-1967";"LP_1949-1967";"LH_1949-1967";"LC_1949-1967";"Autres_1949-1967";"total_RP_1949-1967";"PO_1968-1974";"LP_1968-1974";"LH_1968-1974";"LC_1968-1974";"Autres_1968-1974";"total_RP_1968-1974";"PO_1975-1981";"LP_1975-1981";"LH_1975-1981";"LC_1975-1981";"Autres_1975-1981";"total_RP_1975-1981";"PO_1982-1989";"LP_1982-1989";"LH_1982-1989";"LC_1982-1989";"Autres_1982-1989";"total_RP_1982-1989";"PO_1990-1998";"LP_1990-1998";"LH_1990-1998";"LC_1990-1998";"Autres_1990-1998";"total_RP_1990-1998";"PO_>1998";"LP_>1998";"LH_>1998";"LC_>1998";"Autres_>1998";"total_RP_>1998";"PO_acons_ecart_type";"LP_acons_ecart_type";"LH_acons_ecart_type";"LC_acons_ecart_type";"Autres_acons_ecart_type";"total_RP_acons_ecart_type";"PO_acons_moyenne";"LP_acons_moyenne";"LH_acons_moyenne";"LC_acons_moyenne";"Autres_acons_moyenne";"total_RP_acons_moyenne";"PO_acons_mediane";"LP_acons_mediane";"LH_acons_mediane";"LC_acons_mediane";"Autres_acons_mediane";"total_RP_acons_mediane";"PO_ss_conf";"LP_ss_conf";"LH_ss_conf";"LC_ss_conf";"Autres_ss_conf";"total_RP_ss_conf";"PO_conf_partiel";"LP_conf_partiel";"LH_conf_partiel";"LC_conf_partiel";"Autres_conf_partiel";"total_RP_conf_partiel";"PO_tout_conf";"LP_tout_conf";"LH_tout_conf";"LC_tout_conf";"Autres_tout_conf";"total_RP_tout_conf";"PO_cc_1-4";"LP_cc_1-4";"LH_cc_1-4";"LC_cc_1-4";"Autres_cc_1-4";"total_RP_cc_1-4";"PO_cc_5";"LP_cc_5";"LH_cc_5";"LC_cc_5";"Autres_cc_5";"total_RP_cc_5";"PO_cc_6";"LP_cc_6";"LH_cc_6";"LC_cc_6";"Autres_cc_6";"total_RP_cc_6";"PO_cc7-8";"LP_cc7-8";"LH_cc7-8";"LC_cc7-8";"Autres_cc7-8";"total_RP_cc7-8"
"Castineta";"2B082";2019;"s";"s";"0";"0";"s";27;"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"14";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";2;"s";"s";".";".";"s";"4";"s";"s";".";".";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";40;"s";"s";".";".";"s";72;"s";"s";".";".";"s";70;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";".";"s";55;"s";"s";".";".";"s";1823;"s";"s";".";".";"s";1800;"s";"0";"0";"0";"s";"16";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"15";"s";"s";"0";"0";"s";"12"
"Castirla";"2B083";2019;"53";"s";"0";"0";"s";74;"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"s";"45";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"23";"s";"s";"0";"0";"0";"18";"s";"s";"0";"0";"s";"18";"s";"0";"0";"0";"0";"s";"1";"s";".";".";"s";1;"4";"s";".";".";"s";"4";"4";"s";".";".";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"0";"18";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"28";"49";"s";".";".";"s";46;"97";"s";".";".";"s";88;"90";"s";".";".";"s";76;"22";"s";"0";"0";"s";"36";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"14";"80";"s";".";".";"s";83;"1929";"s";".";".";"s";1916;"1968";"s";".";".";"s";1937;"s";"s";"0";"0";"s";"s";"37";"s";"0";"0";"s";"54";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"22";"s";"0";"0";"s";"37";"s";"s";"0";"0";"s";"s"
"Cateri";"2B084";2019;"67";"18";"s";"s";"s";111;"40";"s";"s";"s";"s";"69";"27";"s";"s";"s";"s";"42";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"22";"23";"s";"s";"s";"s";"40";"s";"s";"s";"s";"s";"22";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"1";"3";"s";"s";"s";2;"4";"4";"s";"s";"s";"3";"3";"3";"s";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"s";"25";"13";"s";"s";"0";"s";"29";"s";"s";"0";"s";"s";"24";"s";"s";"0";"0";"s";"21";"36";"50";"s";"s";"s";35;"75";"73";"s";"s";"s";72;"73";"65";"s";"s";"s";68;"29";"s";"0";"s";"s";"44";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"s";"26";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"18";"100";"79";"s";"s";"s";93;"1913";"1916";"s";"s";"s";1920;"1972";"1935";"s";"s";"s";1979;"s";"s";"0";"0";"s";"s";"40";"s";"s";"s";"s";"76";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"37";"s";"s";"0";"s";"66";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s"
"Centuri";"2B086";2019;"104";"23";"0";"s";"s";139;"48";"s";"0";"s";"s";"72";"56";"s";"0";"s";"s";"67";"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"s";"21";"s";"s";"0";"s";"s";"31";"s";"s";"0";"0";"0";"28";"s";"s";"0";"0";"0";"16";"s";"s";"0";"0";"0";"14";"2";"3";".";"s";"s";2;"3";"4";".";"s";"s";"3";"3";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"18";"19";"s";"0";"0";"s";"32";"s";"s";"0";"s";"s";"20";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"39";"51";"64";".";"s";"s";52;"80";"72";".";"s";"s";75;"71";"50";".";"s";"s";63;"51";"s";"0";"0";"s";"68";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"16";"s";"s";"0";"0";"s";"14";"s";"s";"0";"s";"s";"26";"86";"81";".";"s";"s";85;"1917";"1925";".";"s";"s";1919;"1963";"1960";".";"s";"s";1962;"s";"s";"0";"0";"s";"13";"79";"s";"0";"s";"s";"109";"s";"s";"0";"0";"0";"17";"s";"s";"0";"0";"0";"s";"53";"s";"0";"s";"s";"75";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Cervione";"2B087";2019;"463";"179";"s";"s";"41";708;"204";"s";"s";"s";"s";"395";"259";"s";"s";"s";"s";"313";"s";"s";"0";"0";"s";"30";"61";"s";"0";"s";"s";"103";"113";"78";"s";"s";"s";"209";"166";"36";"s";"s";"14";"231";"69";"s";"s";"0";"s";"93";"s";"s";"0";"0";"s";"42";"1";"1";"s";"s";"1";1;"4";"3";"s";"s";"3";"4";"4";"3";"s";"s";"4";4;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"67";"s";"0";"s";"s";"120";"67";"54";"s";"0";"s";"133";"107";"33";"s";"s";"s";"167";"195";"36";"s";"0";"s";"245";"41";"31";"s";"s";"35";39;"91";"71";"s";"s";"77";84;"89";"65";"s";"s";"81";80;"111";"46";"0";"s";"s";"172";"s";"s";"0";"0";"0";"s";"s";"21";"0";"0";"s";"s";"49";"s";"0";"0";"s";"70";"42";"s";"s";"0";"s";"75";"s";"s";"0";"0";"s";"74";"56";"s";"0";"0";"s";"86";"121";"49";"s";"0";"s";"182";"110";"121";"s";"s";"117";112;"1934";"1925";"s";"s";"1920";1932;"1982";"1980";"s";"s";"1973";1981;"s";"s";"0";"0";"s";"s";"329";"138";"0";"s";"s";"499";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"s";"379";"149";"s";"s";"28";"578";"51";"s";"0";"s";"s";"88";"s";"s";"0";"s";"s";"s"
"Chiatra";"2B088";2019;"64";"21";"0";"s";"s";101;"13";"s";"0";"s";"s";"29";"51";"s";"0";"s";"s";"72";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"19";"13";"s";"0";"s";"s";"26";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"0";"s";"1";"1";".";"s";"s";1;"4";"3";".";"s";"s";"4";"4";"3";".";"s";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"19";"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"37";"44";"40";".";"s";"s";43;"95";"80";".";"s";"s";88;"91";"75";".";"s";"s";85;"19";"s";"0";"s";"s";"43";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"17";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"20";"132";"118";".";"s";"s";128;"1921";"1888";".";"s";"s";1902;"1982";"1900";".";"s";"s";1979;"s";"s";"0";"0";"0";"s";"38";"s";"0";"s";"s";"60";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"38";"s";"0";"0";"s";"51";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s"
"Corbara";"2B093";2019;"297";"77";"0";"15";"32";421;"111";"48";"0";"s";"s";"190";"186";"29";"0";"s";"s";"231";"s";"s";"0";"s";"s";"31";"26";"15";"0";"s";"s";"54";"53";"28";"0";"s";"s";"94";"91";"s";"0";"s";"s";"120";"69";"s";"0";"s";"s";"82";"s";"0";"0";"0";"s";"40";"2";"1";".";"1";"2";2;"4";"3";".";"3";"3";"4";"4";"3";".";"2";"3";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"19";"s";"s";"0";"s";"s";"29";"26";"s";"0";"s";"s";"54";"36";"s";"0";"s";"s";"64";"39";"s";"0";"s";"s";"55";"168";"19";"0";"s";"s";"200";"54";"37";".";"29";"59";53;"106";"72";".";"46";"85";96;"103";"66";".";"36";"75";90;"69";"22";"0";"s";"s";"113";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"30";"s";"s";"0";"0";"0";"21";"30";"s";"0";"0";"s";"48";"45";"s";"0";"0";"s";"58";"44";"s";"0";"s";"s";"56";"75";"s";"0";"s";"s";"94";"106";"113";".";"99";"145";112;"1936";"1919";".";"1860";"1893";1927;"1984";"1975";".";"1850";"1981";1981;"21";"s";"0";"0";"s";"34";"144";"43";"0";"s";"s";"215";"132";"s";"0";"s";"s";"172";"s";"s";"0";"0";"s";"s";"146";"47";"0";"s";"s";"213";"75";"s";"0";"s";"s";"119";"s";"s";"0";"0";"0";"s"
"Corscia";"2B095";2019;"58";"20";"0";"s";"s";96;"s";"s";"0";"s";"s";"69";"s";"s";"0";"s";"s";"27";"s";"s";"0";"s";"s";"20";"s";"s";"0";"0";"s";"15";"15";"s";"0";"0";"s";"29";"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"1";"1";".";"s";"s";1;"3";"3";".";"s";"s";"3";"3";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"s";"15";"14";"s";"0";"0";"s";"25";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"0";"11";"s";"0";"0";"0";"s";"15";"39";"25";".";"s";"s";36;"64";"45";".";"s";"s";57;"62";"49";".";"s";"s";50;"33";"s";"0";"s";"s";"64";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"88";"82";".";"s";"s";92;"1894";"1855";".";"s";"s";1869;"1900";"1805";".";"s";"s";1860;"s";"s";"0";"s";"s";"s";"36";"s";"0";"0";"s";"57";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"25";"31";"s";"0";"0";"s";"51";"s";"s";"0";"s";"s";"20"
"Corte";"2B096";2019;"1174";"2090";"s";"s";"s";3654;"778";"2034";"s";"s";"s";"3155";"396";"56";"s";"s";"s";"499";"66";"1002";"s";"0";"s";"1084";"123";"481";"s";"s";"s";"661";"264";"337";"s";"s";"s";"722";"413";"211";"s";"s";"s";"752";"202";"s";"s";"0";"s";"308";"106";"s";"s";"0";"s";"127";"1";"1";"s";"s";"s";2;"4";"2";"s";"s";"s";"3";"4";"2";"s";"s";"s";3;"s";"0";"0";0;0;"s";"s";"302";"0";"0";"s";"s";"s";"774";"0";"0";"s";"833";"128";"430";"s";"s";"s";"623";"257";"344";"s";"s";"s";"735";"242";"163";"s";"s";"s";"541";"486";"77";"s";"0";"s";"604";"46";"25";"s";"s";"s";42;"94";"42";"s";"s";"s";62;"86";"33";"s";"s";"s";56;"275";"423";"0";"s";"s";"741";"96";"96";"s";"0";"s";"224";"s";"s";"s";"0";"s";"137";"117";"145";"0";"s";"s";"274";"89";"s";"s";"0";"s";"263";"126";"s";"s";"0";"s";"294";"s";"280";"0";"0";"s";"489";"241";"917";"s";"s";"s";"1229";"56";"58";"s";"s";"s";56;"1956";"1966";"s";"s";"s";1963;"1979";"1990";"s";"s";"s";1987;"s";"37";"0";"0";"s";"70";"701";"1433";"s";"s";"100";"2265";"s";"620";"s";"s";"s";"1319";"s";"s";"0";"0";"0";"s";"644";"1202";"s";"0";"s";"1981";"419";"733";"s";"s";"s";"1386";"s";"s";"0";"s";"s";"s"
"Costa";"2B097";2019;"17";"s";"0";"s";"s";28;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"3";"s";".";"s";"s";2;"4";"s";".";"s";"s";"4";"4";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"61";"s";".";"s";"s";64;"81";"s";".";"s";"s";87;"80";"s";".";"s";"s";73;"s";"s";"0";"s";"s";"17";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"61";"s";".";"s";"s";79;"1915";"s";".";"s";"s";1903;"1900";"s";".";"s";"s";1900;"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s"
"Croce";"2B101";2019;"s";"s";"0";"s";"s";54;"s";"s";"0";"s";"s";"31";"s";"s";"0";"s";"s";"23";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"14";"s";"s";"0";"s";"s";"24";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";"s";"s";1;"s";"s";".";"s";"s";"3";"s";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"13";"s";"0";"0";"s";"s";"15";"s";"s";"0";"s";"0";"11";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";27;"s";"s";".";"s";"s";50;"s";"s";".";"s";"s";45;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";84;"s";"s";".";"s";"s";1837;"s";"s";".";"s";"s";1800;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"32";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"36";"s";"s";"0";"0";"0";"s"
"Crocicchia";"2B102";2019;"s";"s";"0";"s";"s";32;"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"s";"15";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"11";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";"s";"s";2;"s";"s";".";"s";"s";"3";"s";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";"s";"s";29;"s";"s";".";"s";"s";56;"s";"s";".";"s";"s";50;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";88;"s";"s";".";"s";"s";1868;"s";"s";".";"s";"s";1800;"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s"
"Erbajolo";"2B105";2019;"35";"s";"0";"s";"s";50;"s";"s";"0";"s";"s";"25";"s";"s";"0";"s";"s";"25";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"s";"s";"16";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"1";"s";".";"s";"s";1;"4";"s";".";"s";"s";"4";"4";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"s";"s";"14";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"13";"34";"s";".";"s";"s";32;"81";"s";".";"s";"s";75;"76";"s";".";"s";"s";68;"s";"s";"0";"0";"s";"28";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"124";"s";".";"s";"s";130;"1872";"s";".";"s";"s";1841;"1901";"s";".";"s";"s";1895;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"36";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"30";"0";"s";"0";"0";"s";"s"
"Érone";"2B106";2019;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";".";".";".";".";NA;"s";".";".";".";".";"s";"s";".";".";".";".";NA;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";".";".";".";".";NA;"s";".";".";".";".";NA;"s";".";".";".";".";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";".";".";".";".";NA;"s";".";".";".";".";NA;"s";".";".";".";".";NA;"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ersa";"2B107";2019;"63";"s";"0";"s";"s";83;"s";"s";"0";"s";"s";"40";"s";"s";"0";"s";"s";"43";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"24";"s";"s";"0";"0";"s";"19";"s";"s";"0";"s";"0";"21";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"1";"s";".";"s";"s";1;"3";"s";".";"s";"s";"3";"3";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"20";"s";"s";"0";"0";"s";"21";"s";"s";"0";"0";"0";"15";"s";"0";"0";"s";"s";"14";"37";"s";".";"s";"s";35;"71";"s";".";"s";"s";67;"70";"s";".";"s";"s";62;"36";"s";"0";"s";"s";"52";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"90";"s";".";"s";"s";100;"1913";"s";".";"s";"s";1898;"1900";"s";".";"s";"s";1900;"s";"s";"0";"0";"s";"s";"50";"s";"0";"s";"s";"64";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"29";"s";"s";"0";"0";"s";"43";"s";"s";"0";"s";"s";"11"
